Name of Product,NSQ Result,Manufactured By,Reporting Source,Reporting by Lab/State,Batch No,Manufacturing Date,Expiry Date,Reporting Month & Year,Source
Triprolidine Hydrochloride & Codeine Phosphate Syrup,Content,"Three B Healthcare Ltd., Opp. Dental College, Rampur Road, Paonta Sahib, Distt. Sirmour (HP) - 173025.",State Lab,"DTL,Madurai",TBHX0972,2/1/2025,1/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Betahistine hydrochloride tablets IP 8mg,Content,"Tanmed pharma (I) Pvt. Ltd.,No.1/429, Multi Industrial Nagar, Gerugambakkam, Chennai - 600128.",State Lab,"DTL,Madurai",TZOT-0158,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amlodipine Tablets IP 5mg,Content,"Relif Biotech Pvt. Ltd.,Khasa no.72, Makhyali Dundi, Peerpura Road, Roorkee Bypass, Delhi road, Manglour, Roorkee-247656, Haridwar(U.K)",State Lab,"DTL,Madurai",RT-250791,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Oxytetracycline Dihydrate Injection IP (VET) 30ml,BET,"Vivek Pharmaceuticals Pvt. Ltd. , EPIP, Bari Brahmana, Jammu-181133, (J&K), India.",State Lab,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32",OLIJ25012,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Permethrin Soap 5% w/w,Content,"Emc, Esdab Medicare Pvt. Ltd., Plot No.D3&D4, Block-A, SIPCOT Industrial Complex, Pallapatti Village, Nilakottai (TK), Dindigul (Dt.), Tamilnadu-624601",State Lab,"DTL,Madurai",1003,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Piperacillin & Tazobactam Inj I.P-4.5gm,Assay,"Nitin Lifesciences Ltd, 92-93, Sector 3, H.S.I.I.D.C Industrial Area, Karnal-132001(Haryana)",State Lab,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32",NTB42503,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Boric Acid, Benzoic Acid, Salicylic Acid, Zinc Oxide & Sulphur Ointment",Content,"RSK Pharmacy, 192, HSIIDC, Food Park, Saha, 133104",State Lab,"DTL,Chennai",A33,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Hydroxychloroquine Sulphate Tablets IP 200 mg,Dissolution test does not comply as per IP 2022.,"Lifecare Formulations Pvt. Ltd Plot No. B-66, 7th Cross, PIPDIC Industrial Estate, Mettupalayam, Puducherry-605 009 PUDUCHERRY",State Lab,"DCL,Telangana",A042502F,6/1/2025,5/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Amoxycillin, Potassium Clavulanate & Lactic Acid Bacillus Oral Suspension",The Samples does not comply Assay of Clavulanic Acid.,"JMM Formulation Pvt. Ltd Village Khari, Mouza-Ogli, Suketi Road, Kala Amb Tehsil, Nahan, Distt.: Sirmour, HP ? 173 030 HIMACHAL PRADESH",State Lab,"DCL,Telangana",JMD-250326D,3/1/2025,8/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Infusion Set- Nonvented,Bacterial Endotoxins,"Apex Medical Devices., Plot No. 10/B, Shyam Ujjawal Ind., Opp. State Bank of India, Phase-1, GIDC, Vatva, Ahmedabad-382445.",State Lab,Gujarat,GIV-053,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Absorbent Gauze,"The sample does not conform to B.P. with respect to threads per stated length, weight per unit area, absorbency, water soluble substances, starch and dextrins, fluorescence and sulphated ash.","Pearsons Healthcare Products,5-A, Muraripuram, Behind Amarpali Cinema, Meerut-2",CDSCO Labs,"CDL, Kolkata",705,9/1/2025,8/1/2030,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
ABSORBENT COTTON WOOL (IP),Description and Neps parameters,"NH Healthcare 16-E-2, APIIC, Kattedan, Rajendranagar, RR Dist. ? 500077. Telangana",State Lab,"DCL,Telangana",722,9/1/2025,8/1/2028,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Disposable Electrosurgical Control Pencil,The sample does not conform to claim as per Patent and Proprietary in respect to the Test of Length of cable,"Amkay Products Ltd. ,Amkay House, 27, Acchad Industrial Estate, Village Acchad 401606 Tal- Talasari - Palghar, Maharashtra",CDSCO Labs,"RDTL, Chandigarh",CPAP/1124,11/1/2024,10/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Anchor White Toothpaste,Microbial Count,"Khasra No. 58-60, 62-65, Village Padarth Haridwar, Uttarakhand-249404",State Lab,"FDAL, Mumbai",B343,3/1/2025,3/1/2028,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Activated Teeth Whitening Powder with Charcoal,Total Microbial Count & Total Yeast and Mould Count,"Dentiglow, Surat-395006",State Lab,"FDL, Vadodara",DC5092,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
ALPC Wellness Rosemary Water for thick Hair,Total Microbial Count,"ALPC, Surat",State Lab,"FDL, Vadodara",AR5112,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Mehandi Cone,The sample does not conform to claim as per IS 17318:2020 in respect to the Test of Total viable count.,"Pushp Henna Pvt. Ltd.,Regd. Office: Nr.nKushal Krishi Farm, Sojat Road Marg, Sojat City - 306104, (Raj.) India",CDSCO Labs,"RDTL, Chandigarh",PMC-1744,12/1/2025,11/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Mehandi Cone,The sample does not conform to claim as per IS 17318:2020 in respect to the Test of Total viable count,"Gopal Krishna And Company,Khasra No. 4286/21, Plot No. 12, 13, 28, 29, Bera Lakhetiya, Mela Chowk Road, Near Shree Siray Cinema, Sojat City, Distt. Pali 306104, Rajasthan",CDSCO Labs,"RDTL, Chandigarh",Not mentioned,11/1/2025,4/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Mehendi Cone,The sample does not conform to claim as per IS 17318:2020 in respect to the Test of Total viable count.,"Yutika Natural Pvt. Ltd.,Plot No. 1, Khasra No. 678/2, Siriyari Road, Village Vopari, Tehsil Marwar Junction, Dist Pali, Rajasthan-306023",CDSCO Labs,"RDTL, Chandigarh",K06N,11/1/2025,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ketoconazole Medicated Soap 75 g,Content,"Vimson Derma, 816/3, Kothari Estate, Santej-382 721 (Gujarat)",State Lab,"DTL,Chennai",9221,10/1/2025,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Mehandi Fast Cone,The sample does not conform to claim as per IS 17318:2020 in respect to the Test of Total viable count,"Sankhla Mehandi Udhyog,H-115, G-116(A) Industrial Area, 3rd Phase, Sojat City - 306104 (Raj.)",CDSCO Labs,"RDTL, Chandigarh",1225JH,12/1/2025,6/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Baidyanath Kamin Vidravan Ras,In respect of Tablet disintegration time,"Yuvnam Pvt. Ltd. Formaly Known as Prannjivani Healthcare Pvt Ltd, plot no 72/8, Karamtoli, gutuwa,Ranchi",State Lab,"DTL, Punjab",KVR001,12/1/2023,11/1/2028,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Metformin Hydrochloride (SR) Tablets IP 1000MG),Description only,"Jpee Drugs, Plot No.53, Sector 6-A, SIDCUL, Haridwar (Uttarkhand)",State Lab,"DTL, Bengaluru, Karnataka",JDT-8355,9/1/2024,8/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Nimesulide, Paracetamol and Chloroxazone Tablets)",Test for Disintegration only,"HSN International, Plot No. 54-55, Sector-6A, Sidcul, Haridwar (Uttarkhand)-249403",State Lab,"DTL, Bengaluru, Karnataka",GST30990,6/1/2023,5/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefpodoxime Proxetil Dispersible Tablets,Test for Uniformity of Dispersion,"Polestar Power Industrial, (WHO-GMP Certified Company) (Pharma Division) Vill. Damuwala, Haripur Road, Barotiwala, Baddi, Distt. Solan (HP)-174103",State Lab,"DTL, Bengaluru, Karnataka",T250218E,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Nimesulide & Paracetamol Tablets,Test for Disintegration,"Leben Laboratories Pvt. Ltd., Plot No.L-4 & L-15 Phase-III, M.I.D.C. Akola-444104, (M.S) India",State Lab,"RDTL, Bellary, Karnataka",T3604,11/1/2024,10/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Flupirtine Maleate & Paracetamol Tablets,Assay of Paracetamol only,"Live Well Healthcare Plot No.80A-1, EPIP, Phase-1, Jharmajri Baddi, Distt.Solan-173205 (H.P)",State Lab,"RDTL, Hubli, Karnataka",LGT-250659B,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
(Telmisartan & Amlodipine Tablets),Assay of Amlodipine and test for Dissolution of Amlodipine & Telmisartan only,"Systole Remedies Pvt. Ltd., (A GMP-GLP Certified Company) Vill. Ogli, Kala Amb, The. Nahan, Dist. Sirmour (H.P)-173030",State Lab,"RDTL, Hubli, Karnataka",TG24K067A,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aceclofenac & Paracetamol Tablets,Assay for Aceclofenac & Paracetamol,"Novazing Pharma Pvt. Ltd., 153 New-2, Industrial Area, Mandideep-462046",State Lab,"RDTL, Bellary, Karnataka",AP25002,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
(Amlodipine Tablets IP),Assay for Amlodipine,"Micro labs Limited, Mamring, Namthang Road, Namchi-737132, Sikkim",State Lab,"RDTL, Bellary, Karnataka",AMAS0249,2/1/2025,1/1/2028,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole Gastro-Resistant Tablets IP 40 mg,Test for Dissolution,"Wellmed Pharma, Plot No. 9A, Industrial area, Phase(3), Tahliwal, Dist. UNA, H.P-174301",State Lab,"RDTL, Bellary, Karnataka",WT/25/332,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
(Pantoprazole Gastro-Resistant Tablets IP 40 mg),Description,"Alventa Pharma Limited, Vill: Kishanpura, Baddi-Nalagarh Road,-Tehsil Baddi, Distt Solan (H.P)-174101",State Lab,"RDTL, Bellary, Karnataka",AGT40814,8/1/2024,7/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Liquid Paraffin and Milk of Magnesia Suspension,Assay for Milk Magnesia,"Shiva Biogenetic Pharmaceuticals (P) Ltd., Village-Manpura, Baddi, Dist Solan, H.P-174101 India",State Lab,"DTL, Bengaluru, Karnataka",24003AC-SB,12/1/2024,11/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Levocetirizine Hydrochloride & Phenyleprine Hydrochloride Tablets",Description,"Avalon Medicines Pvt. Ltd., Plot No.1271, Phase I, Sector 38, HSIIDC, RAI, Sonepat-131029 (HR)",State Lab,"DTL, Bengaluru, Karnataka",AMT-0309,4/1/2024,3/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"(Ambroxol Hydrochloride, Levosalbutamol Sulphate & Guaiphenesin Syrup)",Description,"Progressive LifeSciences Pvt, Ltd., (An ISO 9001:2015, GMP & GLP Certified Company) Latherdevahoon, P.O. Jhabrera, Roorkee, Distt. Haridwar 247665 (U.K)",State Lab,"DTL, Bengaluru, Karnataka",PL-08/184,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Guaiphenesin, Terbutaline Sulphate & Menthol Syrup",Description,"Blazed Pharmaceuticals Pvt. Ltd.,No.3, Balajinagara, Thigalarapalya Main Road, Peenya 2nd Stage, Bengaluru-560058",State Lab,"DTL, Bengaluru, Karnataka",2510057,10/1/2025,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin & Potassium Clavulanate Tablets IP,Description,"JMM Formulation Pvt. Ltd., Village: Khari, Mouza-Ogli, Suketi Road, Kala amb Tehsil: Nahan, DSistt.: Sirmour, (H.P) 173030 India",State Lab,"DTL, Bengaluru, Karnataka",JMT-251014C,10/1/2025,3/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Cefixime, Ofloxacin & (Lactic Acid Bacillus) Tablets",Test for Uniformity of Weight,"Mayoford Pharma, Near Railway Crossing, Chambaghat Solan, Distt. Solan (H.P) 173213",State Lab,"DTL, Bengaluru, Karnataka",MBT-24239,12/1/2024,11/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"(Paracetamol, Chlorpheniramine Maleate & Phenylephrine Hydrochloride Tablets)",Description,"J.M. Laboratories., Village-Bhanat, P.O.-Ghatti, Subathu Road, Solan, (H.P)-173211",State Lab,"DTL, Bengaluru, Karnataka",GT27292C,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
(Fexofenadine Hydrochloride & Montelukast Sodium Tablets),Assay for Montelukast only,"Devbhoomi Pharmaceuticals, Khasra No.27, Mandwar, Bhagawanpur Roorkee, Distt. Haridwar (U.K)",State Lab,"RDTL, Bellary, Karnataka",GB25051,8/1/2025,1/1/2028,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Progesterone Soft Gelatin Capsules 200mg,Description,"Olive Healthcare, 197/2, Athiyawad, Dabhel Village, Nani Daman (U.T) Daman-396210 India",State Lab,"RDTL, Bellary, Karnataka",P24K007,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Methylcobalamin, Pyridoxine HCL & Folic Acid Tablets",Description & Assay for Pyridoxine Hydrochloride,"Manish Pharma Lab., 5, G.I.D.C., Viramgam-382150 (Gujarat)",State Lab,"RDTL, Bellary, Karnataka",J-505,9/1/2025,2/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aspirin Gastro-Resistant Tablets IP 150 mg,Test for Dissolution,"Bajaj Healthcare Ltd., R.S. No.1818, Manjusar-Savli Road, At & Post: Manjusar, Tal. Savli, Dist. Vadodara, Gujarat, India",State Lab,"RDTL, Bellary, Karnataka",ASB07J24,10/1/2024,9/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Aceclofenac, Paracetamol & Chlorzoxazone Tablets",Description,"Star Filteration Systems, Rampur Jattan, Trilokpur Road, Kala-Amb, Tehsil Nahan, District Sirmaur-173030 HP",State Lab,"RDTL, Bellary, Karnataka",ST243397,3/1/2025,2/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Guaiphenesin & Terbutaline Sulphate Syrup",Description,"Rivpra Formulation Pvt. Ltd., Plot No.8, Sector-6A, I.I.E, SIDCUL Haridwar-249403 (U.K)",State Lab,"DTL, Bengaluru, Karnataka",L-2508006,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Aceclofenac, Paracetamol & Chlorzoxazone Tablets",Description,"Magnus Biotech Pvt. Ltd., Mugal Mazra Road, Vill Kunjpura, P.O Bada Gaon, Dist. Karnal-132023 (HR)",State Lab,"DTL, Bengaluru, Karnataka",DT-306A,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin & Potassium Clavulanate & Lactic Acid Bacillus Tablets,Description & Assay for Clavulanic Acid,"Mayer Lab, Chambaghat, Adjacent to Railway Crossing District, Solan (H.P) 173213",State Lab,"DTL, Bengaluru, Karnataka",MYRTAB-799,12/1/2024,5/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Spoorthi Gramflour Soap,Test for Matter Insoluble in Alcohol only,"Spoorthi Herbals No.:299, SH1 Kalakupi, Airport Road, Belagavi, Karnataka-591121",State Lab,"RDTL, Hubli, Karnataka",2,10/1/2024,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aceclofenac & Paracetamol Tablets IP,Test for Uniformity of weight,"Danish Health Care (P) Ltd., 76/27-28, Industrial Estate, Maxi Road, Ujjain-456010 India",State Lab,"RDTL, Bellary, Karnataka",HPP25002,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ibuprofen and Paracetamol Suspension,Assay for Ibuprofen and Paracetamol,"Shape Pharma Pvt. Ltd., Pl.No.4, Surendranagar-Rajkot Highway Road, Shekhpar-363510 Gujarat, India",State Lab,"RDTL, Bellary, Karnataka",SP25623,4/1/2025,3/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"L-Methyl Folate, Pyridoxal-5 Phosphate & Methylcobalamin Tablets",Test for Uniformity of Weight,"Helax Health Care Private Limited, Khasra No.410, Vill Karondi, Roorkee-247667 Dist. Haridwar (U.K)",State Lab,"RDTL, Hubli, Karnataka",HT-24011133,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Iron & Folic Acid Syrup IP,Description,"Biogenetic Drugs Pvt. Ltd.,Vill. Jharmazri, Baddi-174103, Dist. Solan, H.P.,",State Lab,"RDTL, Bellary, Karnataka",740525-BKN20,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Phenylephrine Hydrochloride & Chlorpheniramine Maleate Syrup IP,Test for pH,"Seejar Pharmaceuticals, Plot No.5, Survey No. 198, Paiki-1/Paiki-2/Paiki-1, B/H CCL Factory, NR. Gokuldham Godown, Budasan, Ta. Kadi Dist. Mehsana",State Lab,"DTL, Bengaluru, Karnataka",SP25267,3/1/2025,2/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amitriptyline Tablets IP 25mg,Description,"Vertex Pharma Chemicals, Plot No.60-A & 61-A, PIPDIC Electronic Park, Thirubhuvanai, Puducherry",State Lab,"DTL, Bengaluru, Karnataka",VSPT2545,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Pregabalin, L-Methyl folate Calcium, Pyridoxal 5 Phosphate, Alpha lipoic acid & Methylcobalamin Tablets",Test for Disintegration,"Matins Healthcare Pvt. Ltd., (A WHO-GMP Certified Company) Plot No.10, Sector-5, I.I.E Sidcul Haridwar-249403 (UK)",State Lab,"DTL, Bengaluru, Karnataka",MT-250016,1/1/2025,12/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pioglitazone Hydrochloride Tablets IP,Test for Dissolution,"J.M. Laboratories., Village-Bhanat, P.O-Ghatti, Subathu Road, Solan (H.P)-173211",State Lab,"DTL, Bengaluru, Karnataka",GT27476A,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Levosalbutamol Sulphate Ambroxol Hydrochloride and Guaiphenesin Expectorant,Description,"Macleods Pharmaceuticals Ltd., Khasra No. 21, 22, 66, 67 & 68, Aho-Yangtam Namchepung, PO: Ranipool Sikkim-737135",State Lab,"DTL, Bengaluru, Karnataka",18251296A,3/1/2025,2/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Enrofloxacin Injection IP 10% (Vet),Test for Paracetamol matter,"Vivek Pharmaceuticals Pvt. Ltd, EPIP, Bari- Brahmana, Jammu-181133 (J&K)",State Lab,"DTL, Bengaluru, Karnataka",ENIJ25008,10/1/2025,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Hydroxyzine Hydrochloride Sustained Release Tablets,Description,"Galcare Pharmaceuticals Pvt. Ltd., Plot No. 217 & 218, Manglam Industrial Park, Manoharpur and Kalyanpura, Delhi Road, Jaipur, Rajasthan",State Lab,"DTL, Bengaluru, Karnataka",GT0825146,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Terbutaline Sulphate, Guaiphenesin & Menthol Syrup","Assay for Ambroxol Hydrochloride, Guaiphenesin and Terbutaline Sulphate","Seejar Pharmaceuticals, Plot No.5, Survey No.198, Paiki-1/Paiki-2/Paiki-1, B/H CCL Factory, NR. Gokuldham Godown, Budasan, TA. Kadi Dist. Mehsana",State Lab,"DTL, Bengaluru, Karnataka",SP25812,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Etoposide Injection IP 100MG/5 ML,The sample fails the test 'Sterility' as per IP,"GLS Pharma Limited, Plot No.10, Phase I, IDA, Jeedimetla, Hyderabad 500055, Telengana State",State Lab,DTL Thiruvananthapuram,BJ1025006A,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefixime Oral Suspension 100 mg/5ml Dry Syrup 30 ml,"The Sample fails the test 'Description, water and Assay as per IP","Nestor Pharmaceuticals Limited, 11, Western Extension Area, Faridabad -121 001",State Lab,DTL Thiruvananthapuram,CADB-07,9/1/2024,8/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Risperidone Tablets IP 4mg,The sample fails the test 'Dissolution' as per IP,"Himalaya Meditek Pvt Ltd., Plot No.35&36, Pharmacity, Selaqui Industrial Area, Dehradun - 248197",State Lab,DTL Thiruvananthapuram,HTN172G,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Telmisartan Tablets IP 40mg,The sample fails the test 'Dissolution' as per IP,"Swiss Garnier Life Sciences, No.21-23, Industrial Area, Mehatpur, Distt. UNA, Himachal Pradesh -174315",State Lab,DTL Thrissur,493TTF019,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amisulpride Tablets IP 50 mg,Dissolution test,"MBC Industries, (WHO-GMP Pharma Manufacturing Unit), Vill: Johron, Trilokpur Road, Kala Amb, Dist.: Sirmour (H.P.)-173030",State Lab,"SDT&RL, Bhubaneswar",T-2406091,6/1/2024,5/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 650 mg,Dissolution test,"Eastern Healthcare, Plot No. 7, Sector-6A, IIE, SIIDCUL, Haridwar-249403 (Uttarakhand)",State Lab,"SDT&RL, Bhubaneswar",DRT23139,11/1/2023,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Absorbent Cotton wool IP,"Sample fails the test 'Descriptive Part, Surface Active substances, Absorbency, Ether soluble substances, Water soluble substances, Neps, Sulphated Ash and Loss on Drying' as per IP","Nuvo Medsurg Pvt. Ltd, 104. sector-16, HSIIDC, Bahaduragarh, Haryana, 124507 , India",State Lab,DTL Thiruvananthapuram,L2401173,12/1/2024,11/1/2029,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Nuvo Absorbent Cotton Wool IP,"Sample fails the test 'Descriptive Part, Surface Active substances, Absorbency, Ether soluble substances, Water soluble substances, Neps, Sulphated Ash and Loss on Drying' as per IP","Nuvo Medsurg Pvt. Ltd, 104. sector-16, HSIIDC, Bahaduragarh, Haryana, 124507 , India",State Lab,DTL Thiruvananthapuram,C2501158,3/1/2025,2/1/2030,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
SURGICAL SPIRIT I.P,Test for Weight per ml,"Pharmacare,No.76, Khata No.1253/76, KachohallI Village,Dasanapura Hobli, Bengaluru-562162",State Lab,"DTL, Bengaluru, Karnataka",250704,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rice water and NIACINAMIDE hybrid sunscreen,Test for Total Fatty Substance Content,"Sprivil Healthcare Pvt. Ltd. L-1/4, Addl MIDC, Satara 415004",State Lab,"DTL, Bengaluru, Karnataka",GF25,3/1/2025,2/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ketoconazole Soap 2% w/w),Assay ketoconazole,"Astonea Labs Pvt. Ltd., Vill. Haripur, Teh. Raipur Rani, Distt. Panchkula, Haryana, India-134204",State Lab,"RDTL, Bellary, Karnataka",ADE25561,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 650mg,The sample received does not conform to I.P. 2022 with respect to the test for Dissolution,"Ipca Laboratories Ltd.,C-6, Sara Ind. Estate , Chakrata Road, Rampur, Dehradun 248197",CDSCO Labs,"CDTL, Mumbai",GMW0825055AK,10/1/2025,9/1/2028,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Choline Salicylate, Lignocaine HCL, Benzalkonium Chloride GEL",The sample doe not conform to the Manufacturer's specification with respect to the Assay of Choline Salicylate.,"Axelus Pharma Private Limited,Plot No. 3401/A, G.I.D.C., Panoli, Dist.-Bharuch",CDSCO Labs,"CDTL, Mumbai",AXO-267,10/1/2025,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Vitamin E Capsules USP 400mg,The sample received does not conform to USP specification with respect to the test for Disintegration only,"Renown Pharmaceuticals Pvt. Ltd.,Survey No. 143/A & B, Village: Ranu, Taluka: Padra, Dist- Vadodara-391445, (Gujarat), India",CDSCO Labs,"CDTL, Hyderabad",113VR2511,6/1/2025,5/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ondansetron Orally Disintegrating Tablets IP 4 mg,The sample does not conform to I.P.w.r.t. the tests for Assay,"Apple Formulations Pvt. Ltd. Plot No. 208, Kishanpur, Roorkee, UK-247667",State Lab,"SDTL, Assam",OSD-2501,11/1/2025,10/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
